,gameid,roundNum,occurrenceNum,intendedName,contents,correct,maxtime,mintime,time,char_count,word_count,exchanges,prev,same_round_random_player,jaccard_with_prev_occ,jaccard_with_random
1183,915abe english_33,59,5,I,ballerina,1.0,1609812091209,1609812091209,0,9,1,1,ballerina,dancer,1.0,0.0
1184,915abe english_33,60,5,F,sadboi,1.0,1609812099644,1609812099644,0,6,1,1,sad boi,relaxing,0.0,0.0
1185,915abe english_33,61,6,H,no arms,1.0,1609812112151,1609812112151,0,7,2,1,no arms sitting,no arms,0.6666666666666666,1.0
1186,915abe english_33,62,6,D,preacher,1.0,1609812123390,1609812123390,0,8,1,1,preacher,butler,1.0,0.0
1187,915abe english_33,63,6,J,straight left,1.0,1609812135833,1609812135833,0,13,2,1,left straight,shelf,1.0,0.0
1188,915abe english_33,64,6,I,ballerina,1.0,1609812147910,1609812147910,0,9,1,1,ballerina,dancer,1.0,0.0
1189,915abe english_33,65,6,B,wizard STOP,1.0,1609812160581,1609812160581,0,11,2,1,wizard STOP,weird looking thing,1.0,0.0
1190,915abe english_33,66,6,K,spikey wizard,1.0,1609812172172,1609812172172,0,13,2,1,spikey wizard,prayer,1.0,0.0
1191,915abe english_33,67,6,L,squat-reading,1.0,1609812185699,1609812185699,0,13,1,1,squatting reading,kneeler,0.0,0.0
1192,915abe english_33,68,6,G,running wiz,1.0,1609812197390,1609812197390,0,11,2,1,runnng wizard,sideways fork,0.0,0.0
1193,915abe english_33,69,6,C,WTF U DOIN,1.0,1609812210922,1609812210922,0,10,3,1,WTF U DOIN,Y,1.0,0.0
1194,915abe english_33,70,6,E,bunny,1.0,1609812219071,1609812219071,0,5,1,1,bunny,bunny,1.0,1.0
1195,915abe english_33,71,6,F,sad,1.0,1609812227487,1609812227487,0,3,1,1,sadboi,relaxing,0.0,0.0
1196,915abe english_33,72,6,A,monsta,1.0,1609812237096,1609812237096,0,6,1,1,monster,russel again,0.0,0.0
1197,a30cf7 spanish_24,1,1,H,hi / La imagen parece como una persona sentada viendo hacia la derecha / con las manos en las piernas,0.0,1610418068640,1610418005211,63429,101,20,3,,left side kinda straight too but like sitting down,0.0,0.0
1198,a30cf7 spanish_24,2,1,D,Parece una persona viendo hacia la izquierda con un libro en las manos / el libro se ve como si estuviera abierto,1.0,1610418181845,1610418159361,22484,113,22,2,,yessss! / okok this one just has their arms extended forward on the left and it looks like they're wearing a robe with huge sleeves,0.0,0.022222222222222223
1199,a30cf7 spanish_24,3,1,G,pacere como una persona corriendo hacia la derecha / la parte negra de abajo parece como si fuera parte de la calle,1.0,1610418298502,1610418259407,39095,115,22,2,,head tilted backwards ( towards left) arms going up towards right and it looks like they're wearing a long dress (left) / dang / this one is tough / is it a straight line for the dress / or it also looks like a shoe with a square on top / yea straight line extending left,0.0,0.017857142857142856
1200,a30cf7 spanish_24,4,1,J,parece una persona parada viendo hacia el frente / En la parte izquierda el brazo no parece ser brazo si no mas como una linea / recta,1.0,1610418415828,1610418356998,58830,134,27,3,,left side completely straight,0.0,0.0
1201,a30cf7 spanish_24,5,1,C,parece una persona volando hacia la izquierda,1.0,1610418443530,1610418443530,0,45,7,1,,"this one looks like he's screaming ""WTF ARE YOU DOING""",0.0,0.0
1202,a30cf7 spanish_24,6,1,F,parece una persona arrecostada (sentada) viendo hacia la izquierda,1.0,1610418488682,1610418488682,0,66,9,1,,AMAZING / hahahaha I'm dying that i got that / that was a beautiful way of saying it / this one is sad / legs towards right,0.0,0.0
1203,a30cf7 spanish_24,7,1,K,una persona en rodillas / viendo hacia la derecha / con las manos alzadas / la persona tiene un pico en la espalda / parece como esta orando? / si,1.0,1610418633675,1610418554592,79083,146,30,6,,shoot sorry / haha it's okay! / this one is holding their hands out in front of them (right side) and the bottom looks like a dress spiking upward (on the left),0.0,0.0196078431372549
1204,a30cf7 spanish_24,8,1,I,parece como una persona parada en un pie / con las manos al frente / la perosna esta mirando hacia la izquierda,1.0,1610418693381,1610418673708,19673,111,22,3,,aww / i wanted to go with that one too initially / ok this one is a ballerina / or a figureskater,0.0,0.02702702702702703
1205,a30cf7 spanish_24,9,1,A,parece como si alguien esta parado en un pie viendo hacia el suelo / tiene un cuardo en la espalda / en la cara tambien parece tener un pico / la persona esta parada viendo hacia la izquierda,1.0,1610418805909,1610418740816,65093,191,38,4,,if we're going with the theme of humans with square heads then this is a human with a wing and a tail on the right / LEFT / sorry / wing and tail on left / is the human standing up / yes,0.0,0.0196078431372549
1206,a30cf7 spanish_24,10,1,L,parece una persona viendo hacia la derecha . la perosna tiene las rodillas dobladas / parece como que la persona se va a arrodillar,1.0,1610418872108,1610418857261,14847,131,24,2,,yayy / haha we got one! / ok so this one is kinda similar to the last with the hands out on the right side but it looks like they're kneeling / legs bent,0.0,0.02040816326530612
1207,a30cf7 spanish_24,11,1,E,la imagen parece tener un triangulo grande abajo. con algo balanceandose en la punta del triangulo / arriba hay dos triangulos mas pequenos,1.0,1610418982551,1610418958090,24461,139,23,2,,wearing a funky hat / sitting / a funky hat that possibly looks like bunny ears / ? / yess,0.0,0.029411764705882353
1208,a30cf7 spanish_24,12,1,B,parece ser un perro arrecostado viendo hacia la izquierda / en la cabeza del perro hay un cuadrado y un triangulo,1.0,1610419053883,1610419036502,17381,113,21,2,,ready? / yes / ok so assuming the squares are heads on a human,0.0,0.034482758620689655
1209,a30cf7 spanish_24,13,2,H,parece una persona sentada viendo hacia la derecha / con las manos en las piernas / a la persona no se le alcanzan a ver los pies solo las piernas,1.0,1610419120468,1610419095202,25266,146,30,3,hi / La imagen parece como una persona sentada viendo hacia la derecha / con las manos en las piernas,straight on both sides,0.5185185185185185,0.0
1210,a30cf7 spanish_24,14,2,G,otra ves se ve como una persona corriendo / y abajo se ve la calle,1.0,1610419157441,1610419148451,8990,66,15,2,pacere como una persona corriendo hacia la derecha / la parte negra de abajo parece como si fuera parte de la calle,the shoe one you got wrong / it also looks like a wizard running away / running to the right / like pointing it's wand / while running / could be,0.36363636363636365,0.02857142857142857
1211,a30cf7 spanish_24,15,2,C,otra ves parece una persona volando con las manos hacia arriba,1.0,1610419188546,1610419188546,0,62,11,1,parece una persona volando hacia la izquierda,WTF ARE YOU DOING,0.38461538461538464,0.0
1212,a30cf7 spanish_24,16,2,I,parece una persona balanceandose en un pie / viendo hacia la izquierda,1.0,1610419237275,1610419231221,6054,70,12,2,parece como una persona parada en un pie / con las manos al frente / la perosna esta mirando hacia la izquierda,hell yea / this is awesome / ballerina,0.45454545454545453,0.05555555555555555
1213,a30cf7 spanish_24,17,2,A,otra ves se ve como una persona viendo hacia abaho . parado en un pie / viendo hacia la izquierda / con algo en la espalda,1.0,1610419275560,1610419260825,14735,122,26,3,parece como si alguien esta parado en un pie viendo hacia el suelo / tiene un cuardo en la espalda / en la cara tambien parece tener un pico / la persona esta parada viendo hacia la izquierda,the monster human w wings and a tail,0.35294117647058826,0.0
1214,a30cf7 spanish_24,18,2,E,es un triangulo grande con un cuadrado en la ounta / punta,1.0,1610419321058,1610419317486,3572,58,12,2,la imagen parece tener un triangulo grande abajo. con algo balanceandose en la punta del triangulo / arriba hay dos triangulos mas pequenos,bunny ears!!,0.3333333333333333,0.0
1215,a30cf7 spanish_24,19,2,J,una persona parada viendo hacia el frente,1.0,1610419340444,1610419340444,0,41,7,1,parece una persona parada viendo hacia el frente / En la parte izquierda el brazo no parece ser brazo si no mas como una linea / recta,completely straight left,0.3333333333333333,0.0
1216,a30cf7 spanish_24,20,2,K,una persona arrodillada / orando,1.0,1610419362551,1610419356044,6507,32,5,2,una persona en rodillas / viendo hacia la derecha / con las manos alzadas / la persona tiene un pico en la espalda / parece como esta orando? / si,also wearing a robe,0.125,0.0
1217,a30cf7 spanish_24,21,2,F,una persona sentada viendo hacia el suelo / con las piernas extendidas,1.0,1610419389421,1610419385321,4100,70,12,2,parece una persona arrecostada (sentada) viendo hacia la izquierda,sad boi curled up again / legs to left,0.23529411764705882,0.05
1218,a30cf7 spanish_24,22,2,L,una persona que va a arrodillarse,1.0,1610419406639,1610419406639,0,33,6,1,parece una persona viendo hacia la derecha . la perosna tiene las rodillas dobladas / parece como que la persona se va a arrodillar,uhh this one's got their knees bent and arms extended right,0.23809523809523808,0.0
1219,a30cf7 spanish_24,23,2,D,una persona viendo hacia la izquierda con un libro en las manos,1.0,1610419435446,1610419435446,0,63,12,1,Parece una persona viendo hacia la izquierda con un libro en las manos / el libro se ve como si estuviera abierto,guy in a robe w large sleeves again,0.5714285714285714,0.0
1220,a30cf7 spanish_24,24,2,B,un perro sentado con cosas en la cabeza,1.0,1610419451425,1610419451425,0,39,8,1,parece ser un perro arrecostado viendo hacia la izquierda / en la cabeza del perro hay un cuadrado y un triangulo,this is like a wizard saying STOP THIS MADNESS / arms extended out,0.25,0.0
1221,a30cf7 spanish_24,25,3,D,una persona parada con un libro en la manos,1.0,1610419486695,1610419486695,0,43,9,1,una persona viendo hacia la izquierda con un libro en las manos,preacher w the robe and long sleeves,0.6153846153846154,0.0
1222,a30cf7 spanish_24,26,3,I,una persona balanceandose en un pie,1.0,1610419506626,1610419506626,0,35,6,1,parece una persona balanceandose en un pie / viendo hacia la izquierda,ballerina,0.5,0.0
1223,a30cf7 spanish_24,27,3,G,una persona corriendo hacia la derecha,1.0,1610419525908,1610419525908,0,38,6,1,otra ves se ve como una persona corriendo / y abajo se ve la calle,wizard running,0.26666666666666666,0.0
1224,a30cf7 spanish_24,28,3,B,un perro sentado,1.0,1610419539178,1610419539178,0,16,3,1,un perro sentado con cosas en la cabeza,wizard saying STOP,0.375,0.0
1225,a30cf7 spanish_24,29,3,F,un persona arrecostada con los pies extendidos,1.0,1610419565324,1610419565324,0,46,7,1,una persona sentada viendo hacia el suelo / con las piernas extendidas,sad boi curled up,0.11764705882352941,0.0
1226,a30cf7 spanish_24,30,3,H,una persona sentada hacia la derecha / no se le ven los pies,1.0,1610419594633,1610419590358,4275,60,13,2,parece una persona sentada viendo hacia la derecha / con las manos en las piernas / a la persona no se le alcanzan a ver los pies solo las piernas,straight both sides,0.5,0.0
1227,a30cf7 spanish_24,31,3,J,una persona parada viendo hacia el frente,1.0,1610419615673,1610419615673,0,41,7,1,una persona parada viendo hacia el frente,left completely straight,1.0,0.0
1228,a30cf7 spanish_24,32,3,A,una persona parada viendo hacia el suelo / con un pie alzado,1.0,1610419641295,1610419636843,4452,60,12,2,otra ves se ve como una persona viendo hacia abaho . parado en un pie / viendo hacia la izquierda / con algo en la espalda,monster dude,0.32,0.0
1229,a30cf7 spanish_24,33,3,E,una persina sentada con las rodillas alzadas / y con unos triangulos en la cabeza / la persona esta sentada hacia la derecha viendo al suelo,1.0,1610419728093,1610419698120,29973,140,26,3,es un triangulo grande con un cuadrado en la ounta / punta,bunny,0.14285714285714285,0.0
1230,a30cf7 spanish_24,34,3,L,una persona que va a arrodillarse,1.0,1610419756231,1610419756231,0,33,6,1,una persona que va a arrodillarse,reading while squatting / arm to right,1.0,0.0
1231,a30cf7 spanish_24,35,3,C,una persona volando,1.0,1610419772845,1610419772845,0,19,3,1,otra ves parece una persona volando con las manos hacia arriba,WTF ARE YOU DOING,0.2727272727272727,0.0
1232,a30cf7 spanish_24,36,3,K,una persona orando,1.0,1610419784209,1610419784209,0,18,3,1,una persona arrodillada / orando,spikey robe wizard / arm to right / spike at bottom left,0.6,0.0
1233,a30cf7 spanish_24,37,4,C,alguien que esta volando,1.0,1610419806346,1610419806346,0,24,4,1,una persona volando,WTF U DOIN,0.16666666666666666,0.0
1234,a30cf7 spanish_24,38,4,E,una persona sentada con las rodillas dobladas y con cosas en la cabeza / parecen triangulos en la cabeza,1.0,1610419852175,1610419830257,21918,104,19,2,una persina sentada con las rodillas alzadas / y con unos triangulos en la cabeza / la persona esta sentada hacia la derecha viendo al suelo,bunny,0.5,0.0
1235,a30cf7 spanish_24,39,4,K,una persona orando,1.0,1610419862149,1610419862149,0,18,3,1,una persona orando,spikey robe wizard / (arms right,1.0,0.0
1236,a30cf7 spanish_24,40,4,L,una persona que se esta arrodillando,1.0,1610419881857,1610419881857,0,36,6,1,una persona que va a arrodillarse,reading while squatting,0.3333333333333333,0.0
1237,a30cf7 spanish_24,41,4,D,una persona con un libro en las manos / parada viendo hacia la izquierda,1.0,1610419913963,1610419901971,11992,72,14,2,una persona parada con un libro en la manos,preacher w wide sleeves,0.6428571428571429,0.0
1238,a30cf7 spanish_24,42,4,F,una persona sentada viendo hacia abajo / con las piernas extendidas,1.0,1610419941248,1610419935359,5889,67,11,2,un persona arrecostada con los pies extendidos,sad boi,0.125,0.0
1239,a30cf7 spanish_24,43,4,G,una persona corriendo,1.0,1610419950773,1610419950773,0,21,3,1,una persona corriendo hacia la derecha,wizard running again,0.5,0.0
1240,a30cf7 spanish_24,44,4,H,una persona sentada / no se le ven las piernas,1.0,1610419971560,1610419963940,7620,46,10,2,una persona sentada hacia la derecha / no se le ven los pies,no arms sitting,0.5333333333333333,0.08333333333333333
1241,a30cf7 spanish_24,45,4,A,una persona parada con algo en las espalda / la persona esta viendo hacia abajo / con un pie alzado,1.0,1610420007073,1610419996205,10868,99,20,3,una persona parada viendo hacia el suelo / con un pie alzado,monster human,0.5263157894736842,0.0
1242,a30cf7 spanish_24,46,4,I,una persona balanceandose en un pie,1.0,1610420023077,1610420023077,0,35,6,1,una persona balanceandose en un pie,ballerina,1.0,0.0
1243,a30cf7 spanish_24,47,4,B,un perro sentado con cosas en la cabeza,1.0,1610420044431,1610420044431,0,39,8,1,un perro sentado,wizard says STOP,0.375,0.0
1244,a30cf7 spanish_24,48,4,J,una persona parada viendo hacia el frente con las manos extendidas,0.0,1610420070683,1610420070683,0,66,11,1,una persona parada viendo hacia el frente,left straight,0.6363636363636364,0.0
1245,a30cf7 spanish_24,49,5,A,una persona parada hacia la izquierda con algo en la espalda / \viendo hacia abajo,1.0,1610420120093,1610420116161,3932,82,15,2,una persona parada con algo en las espalda / la persona esta viendo hacia abajo / con un pie alzado,monster,0.5789473684210527,0.0
1246,a30cf7 spanish_24,50,5,L,una persona que se va a arrodillar,1.0,1610420150873,1610420150873,0,34,7,1,una persona que se esta arrodillando,squatting reading,0.4444444444444444,0.0
1247,a30cf7 spanish_24,51,5,F,una persona sentada viendo hacia abajo / con las piernas extendidas,1.0,1610420198993,1610420186648,12345,67,11,2,una persona sentada viendo hacia abajo / con las piernas extendidas,sadboi,1.0,0.0
1248,a30cf7 spanish_24,52,5,G,una persona corriendo,1.0,1610420207916,1610420207916,0,21,3,1,una persona corriendo,runnng wizard,1.0,0.0
1249,a30cf7 spanish_24,53,5,H,una persona sentada / no se le ven las piernas,1.0,1610420226873,1610420222189,4684,46,10,2,una persona sentada / no se le ven las piernas,no arms sitting,1.0,0.08333333333333333
1250,a30cf7 spanish_24,54,5,E,un triangulo grande con un cuadrado arriba / y dos triangulos pequenos,1.0,1610420258019,1610420253855,4164,70,12,2,una persona sentada con las rodillas dobladas y con cosas en la cabeza / parecen triangulos en la cabeza,bunny,0.18181818181818182,0.0
1251,a30cf7 spanish_24,55,5,K,una persona orando,1.0,1610420280769,1610420280769,0,18,3,1,una persona orando,spikey wizard,1.0,0.0
1252,a30cf7 spanish_24,56,5,I,una persona balanceandose en un pie,1.0,1610420296590,1610420296590,0,35,6,1,una persona balanceandose en un pie,ballerina,1.0,0.0
1253,a30cf7 spanish_24,57,5,B,un perro sentado,1.0,1610420305897,1610420305897,0,16,3,1,un perro sentado con cosas en la cabeza,wizard STOP,0.375,0.0
1254,a30cf7 spanish_24,58,5,J,una persona parada viendo hacia el frente / con las manos extendidas,1.0,1610420332268,1610420323623,8645,68,12,2,una persona parada viendo hacia el frente con las manos extendidas,left straight,0.9166666666666666,0.0
1255,a30cf7 spanish_24,59,5,D,una persona con un libro en las manos,1.0,1610420349665,1610420349665,0,37,8,1,una persona con un libro en las manos / parada viendo hacia la izquierda,preacher,0.5714285714285714,0.0
1256,a30cf7 spanish_24,60,5,C,una persona volando,1.0,1610420362829,1610420362829,0,19,3,1,alguien que esta volando,WTF U DOIN,0.16666666666666666,0.0
1257,a30cf7 spanish_24,61,6,H,una persona sentada y no se le ven las piernas,1.0,1610420378123,1610420378123,0,46,10,1,una persona sentada / no se le ven las piernas,no arms,0.8181818181818182,0.09090909090909091
1258,a30cf7 spanish_24,62,6,K,una persona orando,1.0,1610420387781,1610420387781,0,18,3,1,una persona orando,spikey wizard,1.0,0.0
1259,a30cf7 spanish_24,63,6,L,una persona que va a arrodillarse,1.0,1610420402114,1610420402114,0,33,6,1,una persona que se va a arrodillar,squat-reading,0.625,0.0
1260,a30cf7 spanish_24,64,6,I,una persona balanceandose en un pie,1.0,1610420416913,1610420416913,0,35,6,1,una persona balanceandose en un pie,ballerina,1.0,0.0
1261,a30cf7 spanish_24,65,6,J,una persona parada viendo hacia el frente / con las manos extendidas,1.0,1610420437671,1610420431564,6107,68,12,2,una persona parada viendo hacia el frente / con las manos extendidas,straight left,1.0,0.0
1262,a30cf7 spanish_24,66,6,F,una persona sentada / viendo hacia abajo / con las piernas extendidas,1.0,1610420457353,1610420449110,8243,69,12,3,una persona sentada viendo hacia abajo / con las piernas extendidas,sad,1.0,0.0
1263,a30cf7 spanish_24,67,6,C,una persona volando,1.0,1610420466297,1610420466297,0,19,3,1,una persona volando,WTF U DOIN,1.0,0.0
1264,a30cf7 spanish_24,68,6,E,una persona sentada hacia la derecha con las rodillas dobladas / y cosas en la cabeza,1.0,1610420497391,1610420491521,5870,85,16,2,un triangulo grande con un cuadrado arriba / y dos triangulos pequenos,bunny,0.13043478260869565,0.0
1265,a30cf7 spanish_24,69,6,D,una persona parada con un libro en las manos,1.0,1610420514716,1610420514716,0,44,9,1,una persona con un libro en las manos,preacher,0.8888888888888888,0.0
1266,a30cf7 spanish_24,70,6,G,una persona corriendo,1.0,1610420526506,1610420526506,0,21,3,1,una persona corriendo,running wiz,1.0,0.0
1267,a30cf7 spanish_24,71,6,B,un perro sentado,1.0,1610420540553,1610420540553,0,16,3,1,un perro sentado,wizard STOP,1.0,0.0
1268,a30cf7 spanish_24,72,6,A,alguien en un pie viendo hacia abajo con algo en la espalda,1.0,1610420563845,1610420563845,0,59,12,1,una persona parada hacia la izquierda con algo en la espalda / \viendo hacia abajo,monsta,0.4117647058823529,0.0
1269,a7c538 mandarin_24,1,1,C,这个图片像一个张开双臂的小人 / 跪着还是在飞 / 没有腿的 / 翘着腿吗,1.0,1610418008166,1610417984343,23823,37,7,4,,parece una persona volando hacia la izquierda,0.0,0.0
1270,a7c538 mandarin_24,2,1,D,这个图片像一个朝左边指的小人,1.0,1610418061211,1610418061211,0,14,1,1,,Parece una persona viendo hacia la izquierda con un libro en las manos / el libro se ve como si estuviera abierto,0.0,0.0
1271,a7c538 mandarin_24,3,1,H,这个有点像朝右边坐着的人，没有伸手 / 头在最上面还是有头发支棱着 / 低着头吗,,1610418161330,1610418105006,56324,40,5,3,,hi / La imagen parece como una persona sentada viendo hacia la derecha / con las manos en las piernas,0.0,0.047619047619047616
1272,a87553 english_5,1,1,B,"ok the first shape has a square rotated on its point at the top / it looks like a head / then has two triangle arms / then the bottom is long and flat but has an uneven triangle on the bottom left corner / the ""arms""",0.0,1609813105877,1609813038233,67644,216,47,5,,parece ser un perro arrecostado viendo hacia la izquierda / en la cabeza del perro hay un cuadrado y un triangulo,0.0,0.02040816326530612
1273,a87553 english_5,2,1,J,"ok this one has the same rotated square head / but the ""body"" of it looks like a perfect rectangle with a bite taken out of the right side of it / its the only shape with a perfectly long and flat left side",1.0,1609813174154,1609813136290,37864,206,44,3,,parece una persona parada viendo hacia el frente / En la parte izquierda el brazo no parece ser brazo si no mas como una linea / recta,0.0,0.018867924528301886
1274,a87553 english_5,3,1,I,this one looks like someone figure skating,1.0,1609813199439,1609813199439,0,42,7,1,,parece como una persona parada en un pie / con las manos al frente / la perosna esta mirando hacia la izquierda,0.0,0.0
1275,a87553 english_5,4,1,E,this one looks like a rabbit sitting down,1.0,1609813224620,1609813224620,0,41,8,1,,la imagen parece tener un triangulo grande abajo. con algo balanceandose en la punta del triangulo / arriba hay dos triangulos mas pequenos,0.0,0.0
1276,a87553 english_5,5,1,C,this one looks like a guy trying to fly with his arms out,1.0,1609813259386,1609813259386,0,57,13,1,,这个图片像一个张开双臂的小人 / 跪着还是在飞 / 没有腿的 / 翘着腿吗,0.0,0.0
1277,a87553 english_5,6,1,F,this one looks like a sad man sitting down,1.0,1609813280118,1609813280118,0,42,9,1,,parece una persona arrecostada (sentada) viendo hacia la izquierda,0.0,0.0
1278,a87553 english_5,7,1,G,this one looks like the guys is falling and wearing a big robe / but im not sure which way it more looks liek hes facing / he has two triangle arms pointing to the right,1.0,1609813326672,1609813311572,15100,169,36,3,,pacere como una persona corriendo hacia la derecha / la parte negra de abajo parece como si fuera parte de la calle,0.0,0.02040816326530612
1279,a87553 english_5,8,1,A,this one has two very clear feet,1.0,1609813355173,1609813355173,0,32,7,1,,parece como si alguien esta parado en un pie viendo hacia el suelo / tiene un cuardo en la espalda / en la cara tambien parece tener un pico / la persona esta parada viendo hacia la izquierda,0.0,0.0
1280,a87553 english_5,9,1,L,it looks like a person perched on a high dive,1.0,1609813378459,1609813378459,0,45,10,1,,parece una persona viendo hacia la derecha . la perosna tiene las rodillas dobladas / parece como que la persona se va a arrodillar,0.0,0.03571428571428571
1281,a87553 english_5,10,1,H,this one looks like a baby wrapped up in a bundle on its bum,1.0,1609813403712,1609813403712,0,60,14,1,,这个有点像朝右边坐着的人，没有伸手 / 头在最上面还是有头发支棱着 / 低着头吗,0.0,0.0
1282,a87553 english_5,11,1,D,this one looks like a man holding a platter,1.0,1609813424683,1609813424683,0,43,9,1,,这个图片像一个朝左边指的小人,0.0,0.0
1283,a87553 english_5,12,1,K,this one is similar to the diving one but it looks more like the person is kneeling or praying,1.0,1609813456910,1609813456910,0,94,19,1,,una persona en rodillas / viendo hacia la derecha / con las manos alzadas / la persona tiene un pico en la espalda / parece como esta orando? / si,0.0,0.0
1284,a87553 english_5,13,2,L,they highlighted the diving one again,1.0,1609813482242,1609813482242,0,37,6,1,it looks like a person perched on a high dive,una persona que va a arrodillarse,0.0,0.0
1285,a87553 english_5,14,2,A,ok they are repeating now / not the figure skater,1.0,1609813510012,1609813506545,3467,49,10,2,this one has two very clear feet,otra ves se ve como una persona viendo hacia abaho . parado en un pie / viendo hacia la izquierda / con algo en la espalda,0.0,0.03333333333333333
1286,a87553 english_5,15,2,K,now its the kneeling person / not the diver,1.0,1609813530953,1609813527483,3470,43,9,2,this one is similar to the diving one but it looks more like the person is kneeling or praying,una persona arrodillada / orando,0.14285714285714285,0.08333333333333333
1287,a87553 english_5,16,2,D,platter holding man / maybe he is holding a pizza,1.0,1609813546391,1609813542577,3814,49,10,2,this one looks like a man holding a platter,una persona viendo hacia la izquierda con un libro en las manos,0.3076923076923077,0.0
1288,a87553 english_5,17,2,H,its the baby on his bum,1.0,1609813557071,1609813557071,0,23,6,1,this one looks like a baby wrapped up in a bundle on its bum,parece una persona sentada viendo hacia la derecha / con las manos en las piernas / a la persona no se le alcanzan a ver los pies solo las piernas,0.26666666666666666,0.0
1289,a87553 english_5,18,2,J,the rectangle with the bite taken out of it,1.0,1609813573500,1609813573500,0,43,9,1,"ok this one has the same rotated square head / but the ""body"" of it looks like a perfect rectangle with a bite taken out of the right side of it / its the only shape with a perfectly long and flat left side",una persona parada viendo hacia el frente,0.24242424242424243,0.0
1290,a87553 english_5,19,2,C,now this is the guy flapping his arms like wings,1.0,1609813603413,1609813603413,0,48,10,1,this one looks like a guy trying to fly with his arms out,otra ves parece una persona volando con las manos hacia arriba,0.2777777777777778,0.0
1291,a87553 english_5,20,2,F,sitting depressed man / facing left,1.0,1609813622796,1609813615879,6917,35,6,2,this one looks like a sad man sitting down,una persona sentada viendo hacia el suelo / con las piernas extendidas,0.15384615384615385,0.058823529411764705
1292,a87553 english_5,21,2,G,this is the guy who is falling / which way we never will know / but his arms are broken,1.0,1609813647701,1609813636385,11316,87,20,3,this one looks like the guys is falling and wearing a big robe / but im not sure which way it more looks liek hes facing / he has two triangle arms pointing to the right,otra ves se ve como una persona corriendo / y abajo se ve la calle,0.21428571428571427,0.03333333333333333
1293,a87553 english_5,22,2,B,this is the guy with the triangle arms and the weird triangle foot / the first one / he has a little gap in his armpit on the right side,1.0,1609813687127,1609813673024,14103,136,30,3,"ok the first shape has a square rotated on its point at the top / it looks like a head / then has two triangle arms / then the bottom is long and flat but has an uneven triangle on the bottom left corner / the ""arms""",un perro sentado con cosas en la cabeza,0.2127659574468085,0.0
1294,a87553 english_5,23,2,E,sitting down rabbit,1.0,1609813705515,1609813705515,0,19,3,1,this one looks like a rabbit sitting down,es un triangulo grande con un cuadrado en la ounta / punta,0.375,0.0
1295,a87553 english_5,24,2,I,ice skater,1.0,1609813717158,1609813717158,0,10,2,1,this one looks like someone figure skating,parece una persona balanceandose en un pie / viendo hacia la izquierda,0.0,0.0
1296,a87553 english_5,25,3,C,guy flapping his wings,1.0,1609813739231,1609813739231,0,22,4,1,now this is the guy flapping his arms like wings,una persona volando,0.4,0.0
1297,a87553 english_5,26,3,B,guy with the armpit on his right side / weird bottom left foot,1.0,1609813765862,1609813754316,11546,62,13,2,this is the guy with the triangle arms and the weird triangle foot / the first one / he has a little gap in his armpit on the right side,un perro sentado,0.4230769230769231,0.0
1298,a87553 english_5,27,3,H,baby on his bum,1.0,1609813779651,1609813779651,0,15,4,1,its the baby on his bum,una persona sentada hacia la derecha / no se le ven los pies,0.6666666666666666,0.0
1299,a87553 english_5,28,3,K,man kneeling / not the diver,1.0,1609813794020,1609813790926,3094,28,6,2,now its the kneeling person / not the diver,una persona orando,0.5555555555555556,0.0
1300,a87553 english_5,29,3,I,ice skater,1.0,1609813803952,1609813803952,0,10,2,1,ice skater,una persona balanceandose en un pie,1.0,0.0
1301,a87553 english_5,30,3,A,two perfect feet,1.0,1609813820721,1609813820721,0,16,3,1,ok they are repeating now / not the figure skater,una persona parada viendo hacia el suelo / con un pie alzado,0.0,0.0
1302,a87553 english_5,31,3,D,pizza guy / man holding a platter / full of pizza,1.0,1609813839913,1609813833947,5966,49,11,3,platter holding man / maybe he is holding a pizza,una persona parada con un libro en la manos,0.5,0.0
1303,a87553 english_5,32,3,E,seated rabbit,1.0,1609813852700,1609813852700,0,13,2,1,sitting down rabbit,una persina sentada con las rodillas alzadas / y con unos triangulos en la cabeza / la persona esta sentada hacia la derecha viendo al suelo,0.25,0.0
1304,a87553 english_5,33,3,J,rectangle with bite on right side,1.0,1609813868450,1609813868450,0,33,6,1,the rectangle with the bite taken out of it,una persona parada viendo hacia el frente,0.2727272727272727,0.0
1305,a87553 english_5,34,3,F,sad guy sitting down,1.0,1609813884732,1609813884732,0,20,4,1,sitting depressed man / facing left,un persona arrecostada con los pies extendidos,0.1111111111111111,0.0
1306,a87553 english_5,35,3,G,falling man / broken arms,0.0,1609813895409,1609813893135,2274,25,5,2,this is the guy who is falling / which way we never will know / but his arms are broken,una persona corriendo hacia la derecha,0.21052631578947367,0.0
1307,a87553 english_5,36,3,L,diver,1.0,1609813901878,1609813901878,0,5,1,1,they highlighted the diving one again,una persona que va a arrodillarse,0.0,0.0
1308,a87553 english_5,37,4,I,ice skater,1.0,1609813911979,1609813911979,0,10,2,1,ice skater,una persona balanceandose en un pie,1.0,0.0
1309,a87553 english_5,38,4,G,man with the arms on the right side / his head is being thrown back left,1.0,1609813932809,1609813923101,9708,72,16,2,falling man / broken arms,una persona corriendo,0.17647058823529413,0.0
1310,a87553 english_5,39,4,D,pizza guy,1.0,1609813944564,1609813944564,0,9,2,1,pizza guy / man holding a platter / full of pizza,una persona con un libro en las manos / parada viendo hacia la izquierda,0.2222222222222222,0.0
